,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,main_artist,song_name
143,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999,6vzLbfskWigBsCzNdB0kfE,175884,4,JVKE,golden hour
144,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,78qd8dvwea0Gosb6Fe6j3k,134240,4,Steve Lacy,Bad Habit
145,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,3CeCwYWvdfXbZLXFhBrbnf,235767,4,Sade,Smooth Operator - Single Version
146,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,4Hpib09wXgD84w4uwTPnYD,139413,4,Taylor Swift,Anti-Hero
147,0.689,0.292,1,-8.834,1,0.0468,0.518,0.0,0.0837,0.494,81.068,5Qn9MoIUmMMTfztrCTxEbV,123611,4,SZA,Nobody Gets Me
148,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,55CHeLEfn5iJ0IIkgaa4si,155497,4,Armani White,BILLIE EILISH.
149,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,22LAwLoDA5b4AaGSkg6bKW,162547,4,RIBELLU,Summertime Sadness
150,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,017PF4Q3l4DBUiWoXk4OWT,221820,4,The Weeknd,I Was Never There
151,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.325,126.093,665AK0ovB11McZRwfa852G,198095,4,OneRepublic,I Ain't Worried
152,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,0nbXyq5TXYPCO7pr3N8S4I,196653,4,Pawl,Solita
153,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4nK5YrxbMGZstTLbvj6Gxw,223480,4,Miguel,Sure Thing
154,0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,466cKvZn1j45IpxDdYZqdA,247059,4,Nicki Minaj,Super Freaky Girl
155,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,Scott Rill,Got Away
156,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,3Z8FwOEN59mRMxDCtb8N0A,172762,4,Chris Brown,Under The Influence (Body Language)
157,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,4umIPjkehX1r7uhmGvXiSV,212867,4,d4vd,Here With Me
158,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,5yY9lUy8nbvjM1Uyo1Uqoc,237735,4,Drake,Rich Flex
159,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,3Q6F8RByyhRTJpRtZLY3cg,139741,4,Lizzo,About Damn Time
160,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo,158571,4,d4vd,Romantic Homicide
161,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,3Dv1eDb0MEgF93GpLXlucZ,237893,4,Beyoncé,CUFF IT
162,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,3UGIZ8qcrMTwzLbx6Kttqt,171333,4,Glass Animals,Heat Waves
163,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,7szuecWAPwGoV1e5vGu8tl,237520,4,THE ANXIETY,Meet Me At Our Spot
164,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx,173333,4,The Kid LAROI,STAY (with Justin Bieber)
165,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,0tZkVZ9DeAa0MNK2gY5NtV,215507,4,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends
166,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN,159715,4,Joji,Glimpse of Us
167,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,157712,4,Imagine Dragons,Bones
168,0.907,0.332,1,-9.828,1,0.0836,0.326,0.0168,0.109,0.277,99.998,4z2JaAVPemYJhFKm7e32RA,106031,4,Oceanside,Good Riddance (Time of Your life)
169,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,163636,5,Stephen Sanchez,Until I Found You
170,0.649,0.716,11,-6.232,1,0.0445,0.0879,0.03,0.0824,0.503,124.968,2lZHCWCUkxLuQ5skJhkoyS,235813,4,Jack Harlow,First Class
171,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,5dW1VZPcFqB4n0P08rGDgm,200594,4,Oceanside,Demons
172,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,3HVWdVOQ0ZA45FuZGSfvns,219947,4,Elley Duhé,MIDDLE OF THE NIGHT
173,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,7aiClxsDWFRQ0Kzk5KI5ku,185093,1,Beach Weather,"Sex, Drugs, Etc."
174,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,7fa9MBXhVfQ8P8Df9OEbD8,235545,4,DJ Zaro,Creepin'
175,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,5p7ujcrUXASCNwRaWNHR1C,201661,4,Meghan Trainor,NO
176,0.516,0.358,8,-12.018,0,0.424,0.743,1.3e-06,0.0813,0.397,79.509,0sHFw13WH3LtSB3yP8UMYJ,124000,4,Jt5k,Control
177,0.7,0.848,8,-5.473,1,0.217,0.317,0.0,0.349,0.29,124.056,6997op11buHVAiqQvjqNHr,129693,4,Hotel Ugly,Shut up My Moms Calling
178,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,4,GAYLE,abcdefu
179,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,2eAvDnpXP5W0cVtiI0PUxV,233720,3,Pawl,Sway
180,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,3F5CgOj3wFlRv51JsHbxhe,218365,4,Ice Spice,In Ha Mood
181,0.633,0.639,2,-6.883,1,0.039,0.582,1.93e-06,0.187,0.249,119.866,7cNT6Gwj8TpxoRTYBllsQs,182000,4,Majesto,Dancing on My Own
182,0.82,0.611,9,-5.02,0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,7aonAWn0J0AJ47ZU9WHCXC,133134,4,Lil Uzi Vert,Just Wanna Rock
183,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,1SgUjGzbmmMOsGFTVwQ59L,132000,4,Rag'n'Bone Man,Human
184,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,6Pgmqg15yVexuOgtzuxwoX,180139,4,Will Ryte,Fast Track
185,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,59qrUpoplZxbIZxk6X0Bm3,190306,4,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53"
186,0.667,0.79,11,-5.973,0,0.0353,0.0255,9.26e-05,0.159,0.687,94.982,2aYtoXS1afFB4fWeowhxew,198306,4,Rosa Linn,SNAP
187,0.732,0.911,6,-5.222,0,0.0601,0.0136,0.0666,0.374,0.695,123.026,5YbUGPHKbBf7iIikpKLTXU,144952,4,Majesto,Bad Day
188,0.807,0.565,7,-8.2,0,0.129,0.486,0.0,0.104,0.356,99.999,6hGswOd1p5Pzv57IpBUhV3,115050,4,Yung Gravy,Betty (Get Money)
189,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,0DGTcMqvVR7fmBXgiG6jz4,176078,3,Baby Tate,"Hey, Mickey!"
190,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,7DwcBgdzqhFJltEaV1XF81,185857,4,Anitta,Envolver
191,0.752,0.679,1,-6.98,1,0.0502,0.319,0.0,0.146,0.592,124.939,46Yo35BizLRd5RGCSMeKFe,157440,4,Post Malone,Circles
192,0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,177525,4,Boostereo,Loser
193,0.575,0.606,3,-8.964,1,0.0366,0.769,0.000468,0.108,0.411,99.982,1C5hCTVjM0GyeM7D3OwS1F,139200,4,RAZZ,Broken Love
194,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,5vUnjhBzRJJIAOJPde6zDx,152137,4,HALO,Edamame
195,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,2DB4DdfCFMw1iaR6JaR03a,206071,4,Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix
196,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4QtiVmuA88tPQiCOHZuQ5b,201526,4,Coldplay,Yellow
197,0.668,0.728,0,-8.052,1,0.0692,0.276,0.0,0.195,0.253,95.075,7FoxSpPGsjgWLaJXwawkrv,204000,4,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow)
198,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,1qEmFfgcLObUfQm0j1W2CK,177955,4,Able Heart,Whisper - Nander Remix
199,0.826,0.444,8,-9.573,1,0.153,0.0567,6.51e-06,0.135,0.45,144.944,7nGzfZfCpAjgxGWlYjjy6D,92793,4,Meghan Trainor,Made You Look
200,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,6PQ88X9TkUIAUIZJHW2upE,231041,4,Alex Alexander,Wasting Time
201,0.6,0.738,3,-5.75,1,0.0558,0.269,5.92e-06,0.261,0.532,122.97,77vuduDMvc9p6MlZ1PTmSe,163482,4,Pawl,Medusa
202,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,7rglLriMNBPAyuJOMGwi39,202735,4,Will Ryte,Icy
203,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,1ri9ZUkBJVFUdgwzCnfcYs,226088,4,Pharrell Williams,Just A Cloud Away
204,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,09gysnJpfQ3ublBmJDfcEC,204764,4,Post Malone,Cooped Up (with Roddy Ricch)
205,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,145800,4,Ninski,Orbit
206,0.624,0.666,9,-7.208,1,0.0573,0.636,0.0,0.178,0.344,119.886,0iYiVnd2u4CyC3mcPtRIzS,164000,4,LF SYSTEM,Afraid To Feel
207,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,143901,4,Oceanside,Imagine
208,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,73vIOb4Q7YN6HeJTbscRx5,206000,4,JNR CHOI,TO THE MOON
209,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,7BoobGhD4x5K96Me0hqC8Q,122773,4,Camila Cabello,Bam Bam (feat. Ed Sheeran)
210,0.912,0.594,10,-4.894,0,0.226,0.0319,0.00122,0.123,0.514,123.07,1bjhYUwKUHEg5fHknxFObO,234093,4,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)"
211,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,1I4lCSP69P74nU3a6Su5L2,97209,4,Majesto,Price Tag
212,0.872,0.69,5,-4.305,0,0.0568,0.0196,0.0,0.231,0.863,114.0,2yicVJl6Tv5Nmb3FiJEb8S,154755,4,Harry Styles,Late Night Talking
213,0.688,0.836,10,-6.891,0,0.0398,0.0719,0.000476,0.182,0.476,115.067,6DlnAYqZhPz8QHnhXNEsYr,129391,4,Jt5k,BestFriend
214,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,0eu4C55hL6x29mmeAjytzC,161803,4,Ed Sheeran,Bad Habits
215,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,3ggtU1ZOKO8ZNiqPNyXGcm,160880,4,99 Percent,Never Going Back Home
216,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,5dXWFMwD7I7zXsInONVl0H,174000,5,Elton John,Cold Heart - PNAU Remix
217,0.711,0.701,11,-7.267,1,0.176,0.0413,1.16e-05,0.119,0.322,135.947,0l0a4JzF9vGE67LnQ2FF8z,204706,4,Becky G,MAMIII
218,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,6Uj1ctrBOjOas8xZXGqKk4,172627,4,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)
219,0.642,0.636,9,-6.498,0,0.0263,0.071,0.0,0.0599,0.234,100.053,08xOPwL2c182SQBAQ5Vt4j,195900,4,CKay,love nwantiti (ah ah ah)
220,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,7MAibcTli4IisCtbHKrGMh,242096,4,Oceanside,So Sick
221,0.721,0.809,9,-7.541,1,0.0933,0.0123,0.00682,0.086,0.525,150.006,6IwelRdP2JSNK33V7NT8Yd,145600,4,Lil Nas X,THATS WHAT I WANT
222,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,3nOz1U41SZZ0N3fuUWr9nb,232813,4,Oliver Tree,Miss You
223,0.632,0.818,7,-3.375,0,0.0506,0.0267,0.0,0.0898,0.617,123.993,1SW4DLVcfj3Q6pwHw555OM,170323,4,Bella Poarch,Build a Bitch
224,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847,4,Frank Ocean,Lost
225,0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,7cdy4PbCdDZZNjyxoZyE0c,209722,4,Duke & Jones,Jiggle Jiggle
226,0.689,0.569,5,-9.286,0,0.0873,0.793,1.46e-06,0.0979,0.359,92.994,6DGNFyds4RkJKwa6z9Tt2e,113548,4,99 Percent,Can't Help Myself
227,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,208867,4,PRSM,Waves
228,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,0VgkVdmE4gld66l8iyGjgx,204600,4,Oliver Tree,Life Goes On
229,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,3Wrjm47oTz2sjIgck11l5e,211560,4,Trinidad Cardona,Dinero
230,0.715,0.728,11,-5.64,0,0.032,0.179,0.0,0.338,0.366,117.979,4sZFyn9PmmtEQxejqWLCOi,166780,4,SZA,I Hate U
231,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4ZtFanR9U6ndgddUvNcjcG,178147,4,Alpha Morris,Miles Away
232,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,1TLwVV7m4TFZJrsG9qGVXh,237720,4,Doja Cat,Woman
233,0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,6FvSS3Goz7OC8oCC2eWqe8,169154,4,Oceanside,Show Me The Meaning Of Being Lonely
234,0.691,0.473,4,-9.719,0,0.0434,0.601,0.000101,0.108,0.576,76.49,1e0tRVTB2K7bN7AvPdN6p5,100392,4,Bruno Mars,Leave The Door Open
235,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,6lknMmJZALXxx7emwwZWLX,120157,4,DJ Zaro,Summer Jam
236,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,1wVuPmvt6AWvTL5W2GJnzZ,217867,4,Emmy Meli,I AM WOMAN
237,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,3Ofmpyhv5UAQ70mENzB277,132780,4,Boostereo,Dark Side
238,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,6f5ExP43esnvdKPddwKXJH,160657,4,Calvin Harris,One Kiss (with Dua Lipa)
239,0.918,0.434,9,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,6NWdgyVsjp2bJ11PToXCr1,188735,4,Dirty Heads,Vacation
240,0.741,0.475,2,-7.665,1,0.205,0.0214,0.0,0.351,0.597,166.016,5TiaU2Q2JZQzO59aV8vtcP,158160,4,Will Ryte,Wet
241,0.859,0.633,5,-7.623,1,0.104,0.106,0.0,0.116,0.506,144.857,62qzkpyXUXdPjHWejde9K8,121655,4,Doja Cat,Kiss Me More (feat. SZA)
242,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,6qyS9qBy0mEk3qYaH8mPss,145000,4,Future,Mask Off
243,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,75FEaRjZTKLhTrFGsfMUXR,298933,4,Måneskin,Beggin'
244,0.674,0.549,1,-11.852,0,0.0777,0.251,0.000825,0.34,0.368,121.97,7pD4OQbklqSKYjU3wo9q8w,145542,4,PRSM,Tainted Love
245,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,0Fs9cdPDhptWEDJmiCbkEW,296520,4,Olivia Rodrigo,good 4 u
246,0.708,0.834,8,-5.219,0,0.0318,0.00144,0.000914,0.109,0.494,123.009,3GHHMFQzeuStWfG45ee3FA,129756,4,Jaymes Young,Infinity
247,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,224695,4,Tesher,Jalebi Baby (Tesher x Jason Derulo)
248,0.722,0.669,6,-6.915,0,0.341,0.081,0.0,0.0706,0.438,153.931,2zy0hweEndWyds17TTqBkt,105325,4,Will Ryte,Guarded
249,0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,1GfBLbAhZUWdseuDqhocmn,146571,4,Madonna,Frozen
250,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,25FTMokYEbEWHEdss5JLZS,241667,4,Bruno Mars,Talking to the Moon
251,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,3Vi5XqYrmQgOYBajMWSvCi,210560,4,Masked Wolf,Astronaut In The Ocean
252,0.707,0.833,7,-4.922,1,0.0468,0.1,1.87e-05,0.232,0.51,123.988,6D5UZC67k5Em3z2UfMNqxG,195776,4,NEIKED,Better Days (NEIKED x Mae Muller x Polo G)
253,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,168228,4,Erica Banks,Buss It
254,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,7EkWXAI1wn8Ii883ecd9xr,147062,4,Alex Alexander,When Hello Means Goodbye
255,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0VjIjW4GlUZAMYd2vXMi3b,200040,4,Rhino Beats,Like That
256,0.741,0.691,11,-6.39,0,0.0248,0.0051,0.00815,0.0933,0.827,112.015,1v6wmQg54jBEGpARPrry7N,136213,4,Kordhell,Murder In My Mind
257,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,5zNW5ARjYhJQJz1AChP33n,184635,4,Kate Bush,Running Up That Hill (A Deal With God)
258,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,5zFglKYiknIxks8geR8rcL,227395,4,Sherman de Vries,Let Me Down Slowly
259,0.744,0.526,4,-8.87,0,0.0584,0.0214,0.0,0.132,0.219,149.926,15hXAUgUFmDiHcCC0xkKei,93000,4,J. Cole,She Knows (feat. Amber Coffman & Cults)
260,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,43PGPuHIlVOc04jrZVh9L6,165926,4,BAYZY,Would I Lie To You
261,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,5lAnYvAIkSDNXqfo7DyFUm,174253,4,Adele,Easy On Me
262,0.831,0.842,0,-4.945,1,0.0276,0.112,0.000338,0.0832,0.695,120.031,5Jo1DvQ6auXLFx6QD3SC5I,124958,4,Jt5k,Switch Up
263,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,6QHXcb0eFwOKZOZ9bOFmxm,198042,4,Skrillex,Rumble
264,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,2aI21FnmY7TJVKeMaoQZ0t,223080,4,Wheatus,Teenage Dirtbag
265,0.75,0.838,9,-5.132,1,0.124,0.194,7.99e-06,0.313,0.397,123.89,0oJNUbobAD9a4oVjJGOqGy,144245,4,Doja Cat,Need to Know
266,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,3iw6V4LH7yPj1ESORX9RIN,116750,4,Joakim Molitor,Hurts Like Hell
267,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,1yLTcitjbEJr7a4jyDB0Lz,85742,4,LISA,MONEY
268,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4fSIb4hdOQ151TILNsSEaF,199604,4,Surf Curse,Freaks
269,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,198082,4,The Weeknd,Blinding Lights
270,0.649,0.899,2,-6.763,1,0.0365,0.013,3.67e-05,0.106,0.333,128.034,4p5AebH0oGdzLakzHjCdR4,140781,4,Alex Alexander,Dopamine
271,0.736,0.802,0,-4.759,1,0.0864,0.468,0.0,0.094,0.675,144.005,7igeByaBM0MgGsgXtNxDJ7,172325,4,Megan Thee Stallion,Thot Shit
272,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,0b18g3G5spr4ZCkz7Y6Q0Q,186210,4,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion)
273,0.58,0.696,7,-10.91,1,0.0408,0.66,0.852,0.145,0.721,93.688,2lDODk7inZnmUHbIjUnIwP,111787,4,Jt5k,Mind Racing
274,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,5nujrmhLynf4yMoMtj8AQF,203064,4,Polo G,RAPSTAR
275,0.939,0.682,11,-5.931,1,0.306,0.00152,0.0,0.0552,0.584,130.022,3QqYZWQLn0evKMIRlGJeeR,154806,4,Doja Cat,Ain't Shit
276,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,5Kskr9LcNYa0tpt5f0ZEJx,205458,4,Lucas Estrada,That Could Be Us
277,0.885,0.685,11,-6.429,0,0.0627,0.33,0.0,0.148,0.937,99.954,2D0dj3hVkRQJCp63cxCPEx,144000,4,ALTÉGO,Toxic Pony
278,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,0k4d5YPDr1r7FX77VdqWez,186173,4,Nelly Furtado,Say It Right
279,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,5vGLcdRuSbUhD8ScwsGSdA,123263,4,Nito-Onna,Heart of Glass
280,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,2GiJYvgVaD2HtM8GqD9EgQ,218107,4,Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix
281,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2cX2coZS1PYBfPs8wgbdWE,196213,4,Reyanna Maria,So Pretty
282,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,169153,4,Rauw Alejandro,Todo De Ti
283,0.733,0.785,6,-7.127,1,0.0993,0.295,2.42e-05,0.152,0.531,123.968,3jUifuwKaLSuCwq3loTTAP,127258,4,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon)
284,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,0NTMtAO2BV4tnGvw9EgBVq,219306,4,LIZZIP,End Of Time
285,0.511,0.612,9,-7.782,0,0.268,0.39,0.0,0.109,0.363,200.086,2sPEFgSC3kp9Kyc6PWEQi3,105600,4,Ariana Grande,positions
286,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,2IGMVunIBsBLtEQyoI1Mu7,231750,4,Majestic,Rasputin
287,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,1vYXt7VSjH9JIM5oRRo7vA,176579,4,VANO 3000,Running Away
288,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,1BxfuPKGuaTgP7aM0Bbdwr,178427,4,Dua Lipa,Levitating (feat. DaBaby)
289,0.802,0.832,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,7x9aauaA9cu6tyfpHnqDLo,185427,4,Kayla Nicole,Bundles (feat. Taylor Girlz)
